Order ID,Order Date,Customer ID,Customer Name,Product,Category,Sub-Category,Region,State,City,Quantity,Sales,Discount,Profit
ORD03987,2025-01-06,CUST0778,Customer 1003,Table,Furniture,Furniture - Table,North,Haryana,Gurugram,6,65836.8,0.2,8441.05
ORD03988,2024-04-05,CUST1411,Customer 0459,Tablet,Technology,Technology - Tablet,East,Odisha,Rourkela,1,26932.0,0.2,917.54
ORD03989,2024-10-01,CUST0776,Customer 0181,File Folder,Office Supplies,Office Supplies - File Folder,North,Punjab,Amritsar,7,1721.86,0.02,402.35
ORD03990,2025-11-17,CUST0904,Customer 0684,Table,Furniture,Furniture - Table,West,Goa,Margao,4,22977.2,0.15,2563.9
ORD03991,2024-02-09,CUST0822,Customer 0446,Bookshelf,Furniture,Furniture - Bookshelf,North,Delhi,Rohini,6,26621.76,0.12,3872.4
ORD03992,2024-05-28,CUST0797,Customer 0531,Laptop,Technology,Technology - Laptop,South,Karnataka,Mysuru,2,85405.76,0.12,10104.0
ORD03993,2025-10-25,CUST0419,Customer 1518,Monitor,Technology,Technology - Monitor,South,Telangana,Nizamabad,1,14133.75,0.25,16.22
ORD03994,2025-05-02,CUST0328,Customer 0989,Pen Set,Office Supplies,Office Supplies - Pen Set,West,Goa,Vasco,4,1390.6,0.15,245.71
ORD03995,2025-07-11,CUST0126,Customer 0686,Printer Paper,Office Supplies,Office Supplies - Printer Paper,North,Haryana,Panipat,7,2660.0,0.2,418.96
ORD03996,2024-07-05,CUST1442,Customer 1125,Bookshelf,Furniture,Furniture - Bookshelf,East,Odisha,Bhubaneswar,7,95882.22,0.02,18702.08
ORD03997,2024-05-10,CUST0264,Customer 0801,Monitor,Technology,Technology - Monitor,East,West Bengal,Siliguri,4,63139.44,0.02,8585.17
ORD03998,2025-03-06,CUST1553,Customer 1117,File Folder,Office Supplies,Office Supplies - File Folder,West,Gujarat,Surat,1,98.0,0.02,23.42
ORD03999,2025-05-08,CUST0139,Customer 1078,Pen Set,Office Supplies,Office Supplies - Pen Set,East,Odisha,Cuttack,2,862.6,0.05,225.87
ORD04000,2025-08-27,CUST1365,Customer 0747,Desk,Furniture,Furniture - Desk,North,Delhi,Rohini,6,120863.4,0.02,24998.62
ORD04001,2025-12-10,CUST0662,Customer 1140,Table,Furniture,Furniture - Table,West,Maharashtra,Mumbai,6,62261.1,0.05,12935.63
ORD04002,2025-11-13,CUST1782,Customer 1462,Office Chair,Furniture,Furniture - Office Chair,South,Karnataka,Bengaluru,3,50100.15,0.05,9832.41
ORD04003,2024-05-27,CUST1488,Customer 0398,Keyboard,Technology,Technology - Keyboard,West,Maharashtra,Pune,8,18297.6,0.2,518.0
ORD04004,2024-06-09,CUST1022,Customer 0545,Table,Furniture,Furniture - Table,South,Tamil Nadu,Coimbatore,7,85818.6,0.1,16566.37
ORD04005,2025-04-10,CUST0021,Customer 0252,Bookshelf,Furniture,Furniture - Bookshelf,North,Punjab,Ludhiana,3,34549.68,0.08,4982.64
ORD04006,2024-02-20,CUST1677,Customer 0719,Pen Set,Office Supplies,Office Supplies - Pen Set,East,Bihar,Muzaffarpur,8,1774.8,0.15,366.86
ORD04007,2025-10-28,CUST0004,Customer 1152,Mouse,Technology,Technology - Mouse,North,Haryana,Gurugram,1,1282.5,0.25,-8.54
ORD04008,2025-05-18,CUST1205,Customer 0435,File Folder,Office Supplies,Office Supplies - File Folder,South,Tamil Nadu,Madurai,5,496.0,0.2,76.79
ORD04009,2025-01-28,CUST0450,Customer 0480,Table,Furniture,Furniture - Table,South,Tamil Nadu,Chennai,5,50014.8,0.12,6670.92
ORD04010,2025-08-10,CUST1183,Customer 1763,Cabinet,Furniture,Furniture - Cabinet,South,Tamil Nadu,Madurai,7,80493.56,0.08,17081.85
ORD04011,2024-04-27,CUST0994,Customer 0595,Smartphone,Technology,Technology - Smartphone,South,Karnataka,Mangaluru,2,75210.0,0.0,10868.26
ORD04012,2024-11-16,CUST0594,Customer 0018,Keyboard,Technology,Technology - Keyboard,South,Karnataka,Mysuru,1,1921.85,0.05,214.72
ORD04013,2025-03-02,CUST1314,Customer 1155,Office Chair,Furniture,Furniture - Office Chair,North,Punjab,Ludhiana,1,12182.4,0.2,1695.11
ORD04014,2025-08-24,CUST0840,Customer 0774,Desk,Furniture,Furniture - Desk,East,Odisha,Cuttack,8,160256.64,0.08,34314.24
ORD04015,2025-09-13,CUST1476,Customer 0475,Keyboard,Technology,Technology - Keyboard,North,Haryana,Gurugram,2,4496.4,0.1,511.58
ORD04016,2025-03-27,CUST1220,Customer 1399,Cabinet,Furniture,Furniture - Cabinet,North,Delhi,Rohini,6,106693.2,0.1,17655.29
ORD04017,2024-09-07,CUST0538,Customer 0541,Pen Set,Office Supplies,Office Supplies - Pen Set,North,Punjab,Ludhiana,2,634.5,0.25,71.54
ORD04018,2024-09-05,CUST0978,Customer 0977,File Folder,Office Supplies,Office Supplies - File Folder,South,Karnataka,Mysuru,6,559.68,0.12,113.23
ORD04019,2024-06-10,CUST1056,Customer 0933,Bookshelf,Furniture,Furniture - Bookshelf,West,Gujarat,Vadodara,2,11628.8,0.08,2053.73
ORD04020,2024-03-24,CUST1783,Customer 1370,Bookshelf,Furniture,Furniture - Bookshelf,South,Karnataka,Mangaluru,8,66464.64,0.12,10197.15
ORD04021,2025-08-31,CUST0663,Customer 1207,Printer Paper,Office Supplies,Office Supplies - Printer Paper,West,Goa,Panaji,1,577.0,0.0,175.09
ORD04022,2024-04-26,CUST0747,Customer 0583,Tablet,Technology,Technology - Tablet,North,Punjab,Jalandhar,8,132872.0,0.15,9735.1
ORD04023,2024-10-10,CUST1761,Customer 1347,Tablet,Technology,Technology - Tablet,East,Bihar,Patna,5,81261.0,0.1,8751.81
ORD04024,2025-09-16,CUST1563,Customer 0833,Stapler,Office Supplies,Office Supplies - Stapler,East,West Bengal,Kolkata,4,984.0,0.0,287.31
ORD04025,2025-12-31,CUST1682,Customer 1199,Desk,Furniture,Furniture - Desk,West,Gujarat,Ahmedabad,6,118673.28,0.12,22383.7
ORD04026,2024-06-09,CUST0001,Customer 1076,File Folder,Office Supplies,Office Supplies - File Folder,East,Bihar,Gaya,3,723.24,0.02,192.78
ORD04027,2025-10-10,CUST1437,Customer 1612,Table,Furniture,Furniture - Table,South,Telangana,Warangal,8,79566.0,0.25,4312.8
ORD04028,2024-02-18,CUST1665,Customer 1056,Desk,Furniture,Furniture - Desk,South,Tamil Nadu,Chennai,8,161404.8,0.08,29453.72
ORD04029,2024-01-28,CUST0668,Customer 0687,Printer Paper,Office Supplies,Office Supplies - Printer Paper,South,Tamil Nadu,Coimbatore,8,3750.4,0.2,601.04
ORD04030,2025-11-08,CUST0322,Customer 1249,Laptop,Technology,Technology - Laptop,North,Punjab,Amritsar,1,70373.15,0.05,10594.54
ORD04031,2025-09-18,CUST0303,Customer 0919,Notebook,Office Supplies,Office Supplies - Notebook,East,West Bengal,Durgapur,4,657.4,0.05,154.41
ORD04032,2024-08-31,CUST1512,Customer 0720,Printer Paper,Office Supplies,Office Supplies - Printer Paper,North,Punjab,Amritsar,1,378.0,0.1,86.43
ORD04033,2025-03-28,CUST1485,Customer 1615,Cabinet,Furniture,Furniture - Cabinet,East,West Bengal,Durgapur,6,52474.5,0.25,5757.15
ORD04034,2025-07-20,CUST1375,Customer 1026,Desk,Furniture,Furniture - Desk,North,Haryana,Faridabad,2,44168.0,0.0,11420.85
ORD04035,2024-11-18,CUST0747,Customer 0401,Office Chair,Furniture,Furniture - Office Chair,South,Tamil Nadu,Madurai,4,48948.0,0.25,5238.08
ORD04036,2025-05-03,CUST1269,Customer 0760,Stapler,Office Supplies,Office Supplies - Stapler,North,Haryana,Panipat,3,771.75,0.25,84.78
ORD04037,2024-07-13,CUST0133,Customer 1597,Monitor,Technology,Technology - Monitor,East,Odisha,Bhubaneswar,1,19034.05,0.15,1586.96
ORD04038,2025-07-14,CUST1696,Customer 0376,Keyboard,Technology,Technology - Keyboard,East,Odisha,Cuttack,4,9484.8,0.2,782.6
ORD04039,2025-08-05,CUST1485,Customer 1175,Table,Furniture,Furniture - Table,North,Delhi,Dwarka,3,18438.3,0.1,3748.17
ORD04040,2024-04-15,CUST0873,Customer 1411,Tablet,Technology,Technology - Tablet,East,West Bengal,Durgapur,8,159264.0,0.0,31799.24
ORD04041,2025-06-27,CUST1400,Customer 1028,Keyboard,Technology,Technology - Keyboard,East,Bihar,Gaya,4,2842.4,0.15,262.19
ORD04042,2024-06-14,CUST1366,Customer 0848,Monitor,Technology,Technology - Monitor,East,Odisha,Cuttack,4,90283.6,0.15,7362.21
ORD04043,2024-12-24,CUST1543,Customer 1620,Monitor,Technology,Technology - Monitor,South,Tamil Nadu,Coimbatore,6,130873.68,0.08,18950.65
ORD04044,2025-10-16,CUST0025,Customer 0602,Bookshelf,Furniture,Furniture - Bookshelf,East,West Bengal,Durgapur,8,90341.2,0.05,16333.99
ORD04045,2025-06-29,CUST1651,Customer 0667,Smartphone,Technology,Technology - Smartphone,North,Haryana,Panipat,2,25035.0,0.25,1638.68
ORD04046,2025-05-11,CUST1289,Customer 0306,Stapler,Office Supplies,Office Supplies - Stapler,West,Maharashtra,Pune,5,2230.8,0.12,505.8
ORD04047,2024-04-26,CUST1617,Customer 0957,Keyboard,Technology,Technology - Keyboard,East,West Bengal,Durgapur,1,1834.56,0.02,272.59
ORD04048,2025-01-23,CUST1394,Customer 1684,Pen Set,Office Supplies,Office Supplies - Pen Set,West,Maharashtra,Pune,1,359.66,0.02,91.08
ORD04049,2025-10-06,CUST0583,Customer 0035,Laptop,Technology,Technology - Laptop,North,Haryana,Faridabad,7,505040.06,0.02,69431.2
ORD04050,2024-12-30,CUST0639,Customer 0688,Pen Set,Office Supplies,Office Supplies - Pen Set,South,Telangana,Nizamabad,1,121.0,0.0,36.27
ORD04051,2025-08-24,CUST1791,Customer 1169,Pen Set,Office Supplies,Office Supplies - Pen Set,East,Bihar,Muzaffarpur,3,398.4,0.2,48.54
ORD04052,2024-11-11,CUST1514,Customer 1426,Notebook,Office Supplies,Office Supplies - Notebook,South,Tamil Nadu,Madurai,4,850.0,0.15,169.52
ORD04053,2025-11-02,CUST0600,Customer 0998,File Folder,Office Supplies,Office Supplies - File Folder,East,Bihar,Patna,7,598.5,0.25,65.78
ORD04054,2025-06-06,CUST0453,Customer 0483,Smartphone,Technology,Technology - Smartphone,North,Punjab,Amritsar,2,93506.0,0.0,16075.38
ORD04055,2024-07-07,CUST0508,Customer 1375,Office Chair,Furniture,Furniture - Office Chair,North,Haryana,Panipat,5,40196.5,0.15,5209.88
ORD04056,2024-09-23,CUST1437,Customer 1788,Notebook,Office Supplies,Office Supplies - Notebook,East,Bihar,Patna,6,846.0,0.25,79.49
ORD04057,2024-06-18,CUST1179,Customer 0772,File Folder,Office Supplies,Office Supplies - File Folder,South,Tamil Nadu,Madurai,6,464.4,0.1,81.65
ORD04058,2025-08-16,CUST0029,Customer 1209,Mouse,Technology,Technology - Mouse,South,Karnataka,Mangaluru,8,9901.92,0.02,1572.68
ORD04059,2025-07-28,CUST1284,Customer 1118,Notebook,Office Supplies,Office Supplies - Notebook,South,Tamil Nadu,Madurai,2,388.0,0.0,96.37
ORD04060,2025-07-16,CUST0517,Customer 0667,Cabinet,Furniture,Furniture - Cabinet,East,Bihar,Patna,2,33908.0,0.0,6377.82
ORD04061,2025-03-25,CUST0449,Customer 0864,Cabinet,Furniture,Furniture - Cabinet,South,Karnataka,Mysuru,4,32908.0,0.05,7298.55
ORD04062,2025-05-27,CUST0332,Customer 1612,Smartphone,Technology,Technology - Smartphone,South,Tamil Nadu,Madurai,8,310566.4,0.05,50970.83
ORD04063,2025-08-21,CUST1138,Customer 0123,Pen Set,Office Supplies,Office Supplies - Pen Set,South,Telangana,Nizamabad,5,1575.0,0.1,321.47
ORD04064,2024-08-25,CUST0193,Customer 0869,File Folder,Office Supplies,Office Supplies - File Folder,South,Karnataka,Mysuru,4,288.64,0.12,65.21
ORD04065,2024-09-28,CUST0682,Customer 0076,Tablet,Technology,Technology - Tablet,West,Gujarat,Ahmedabad,5,130697.7,0.02,24928.28
ORD04066,2025-03-16,CUST1025,Customer 1516,Bookshelf,Furniture,Furniture - Bookshelf,East,Odisha,Bhubaneswar,5,38064.4,0.12,6416.71
ORD04067,2024-10-19,CUST1719,Customer 1175,Printer Paper,Office Supplies,Office Supplies - Printer Paper,South,Telangana,Nizamabad,6,2240.28,0.02,608.88
ORD04068,2024-09-17,CUST0388,Customer 1661,Smartphone,Technology,Technology - Smartphone,South,Telangana,Hyderabad,8,327453.6,0.05,34111.97
ORD04069,2025-02-05,CUST0356,Customer 1673,Printer Paper,Office Supplies,Office Supplies - Printer Paper,South,Karnataka,Mangaluru,6,3568.2,0.05,811.75
ORD04070,2024-10-15,CUST1563,Customer 0554,Cabinet,Furniture,Furniture - Cabinet,East,Bihar,Gaya,2,25823.0,0.15,3058.02
ORD04071,2024-07-13,CUST0724,Customer 0700,Smartphone,Technology,Technology - Smartphone,South,Telangana,Hyderabad,6,148689.0,0.1,12994.5
ORD04072,2024-06-05,CUST0252,Customer 1768,Office Chair,Furniture,Furniture - Office Chair,West,Maharashtra,Pune,2,12606.0,0.25,793.76
ORD04073,2025-08-12,CUST1288,Customer 0742,Pen Set,Office Supplies,Office Supplies - Pen Set,North,Delhi,New Delhi,6,1362.3,0.05,370.76
ORD04074,2025-02-15,CUST1077,Customer 0353,Monitor,Technology,Technology - Monitor,North,Delhi,Dwarka,1,23156.1,0.1,2935.69
ORD04075,2024-03-14,CUST0067,Customer 1418,Notebook,Office Supplies,Office Supplies - Notebook,South,Karnataka,Mysuru,3,772.8,0.08,156.45
ORD04076,2024-04-17,CUST0925,Customer 0507,Printer Paper,Office Supplies,Office Supplies - Printer Paper,West,Gujarat,Vadodara,4,1111.8,0.15,205.78
ORD04077,2025-04-02,CUST1259,Customer 0688,Smartphone,Technology,Technology - Smartphone,South,Karnataka,Mysuru,7,275738.4,0.1,30263.22
ORD04078,2024-10-26,CUST0938,Customer 1542,File Folder,Office Supplies,Office Supplies - File Folder,East,Bihar,Muzaffarpur,7,1103.2,0.2,188.88
ORD04079,2024-10-01,CUST1002,Customer 0710,Table,Furniture,Furniture - Table,West,Goa,Margao,4,70168.0,0.02,12988.12
ORD04080,2025-02-22,CUST0677,Customer 0471,Stapler,Office Supplies,Office Supplies - Stapler,West,Goa,Margao,5,2415.0,0.0,731.23
ORD04081,2024-08-02,CUST0253,Customer 1461,Cabinet,Furniture,Furniture - Cabinet,South,Telangana,Nizamabad,3,16670.4,0.08,2368.05
ORD04082,2025-09-03,CUST0425,Customer 1136,Printer Paper,Office Supplies,Office Supplies - Printer Paper,East,Odisha,Cuttack,1,390.08,0.08,81.99
ORD04083,2024-04-14,CUST0216,Customer 0816,File Folder,Office Supplies,Office Supplies - File Folder,West,Maharashtra,Mumbai,6,1546.44,0.02,402.02
ORD04084,2025-03-09,CUST1785,Customer 1223,Bookshelf,Furniture,Furniture - Bookshelf,East,West Bengal,Kolkata,3,38430.0,0.0,9588.18
ORD04085,2024-04-22,CUST1115,Customer 0194,Keyboard,Technology,Technology - Keyboard,North,Delhi,New Delhi,6,10101.6,0.08,1324.01
ORD04086,2024-11-21,CUST0026,Customer 1025,Cabinet,Furniture,Furniture - Cabinet,West,Gujarat,Ahmedabad,2,9696.8,0.15,1546.56
ORD04087,2024-12-27,CUST0290,Customer 0841,Desk,Furniture,Furniture - Desk,West,Goa,Margao,1,14019.05,0.15,1409.33
ORD04088,2025-07-19,CUST1602,Customer 1127,Printer Paper,Office Supplies,Office Supplies - Printer Paper,West,Gujarat,Surat,3,855.36,0.12,147.45
ORD04089,2024-09-07,CUST0124,Customer 1085,Printer Paper,Office Supplies,Office Supplies - Printer Paper,South,Telangana,Hyderabad,6,1387.2,0.15,218.53
ORD04090,2025-09-20,CUST1453,Customer 1260,Office Chair,Furniture,Furniture - Office Chair,East,Odisha,Cuttack,8,125400.0,0.0,26531.47
ORD04091,2025-05-04,CUST0857,Customer 0767,Notebook,Office Supplies,Office Supplies - Notebook,East,Bihar,Muzaffarpur,6,887.4,0.15,168.59
ORD04092,2024-04-05,CUST0086,Customer 0907,Keyboard,Technology,Technology - Keyboard,West,Gujarat,Vadodara,7,19830.3,0.05,2213.0
ORD04093,2025-12-03,CUST1185,Customer 0037,Monitor,Technology,Technology - Monitor,West,Maharashtra,Nagpur,8,84319.2,0.1,11412.96
ORD04094,2024-01-27,CUST1631,Customer 0082,Keyboard,Technology,Technology - Keyboard,East,Bihar,Patna,1,1782.45,0.15,109.92
ORD04095,2025-05-19,CUST0920,Customer 1278,Office Chair,Furniture,Furniture - Office Chair,West,Goa,Margao,5,59026.0,0.12,10944.9
ORD04096,2024-06-21,CUST0677,Customer 0357,File Folder,Office Supplies,Office Supplies - File Folder,West,Maharashtra,Mumbai,8,708.0,0.25,72.13
ORD04097,2025-08-11,CUST0672,Customer 0525,Keyboard,Technology,Technology - Keyboard,West,Maharashtra,Mumbai,8,26189.6,0.05,4704.32
ORD04098,2025-11-23,CUST0754,Customer 0598,Laptop,Technology,Technology - Laptop,North,Haryana,Panipat,4,291916.8,0.1,33320.62
ORD04099,2025-02-15,CUST0107,Customer 0118,Mouse,Technology,Technology - Mouse,East,Bihar,Muzaffarpur,5,8451.0,0.1,941.12
ORD04100,2025-03-14,CUST1712,Customer 1072,Table,Furniture,Furniture - Table,West,Goa,Margao,4,39270.0,0.15,6929.55
ORD04101,2025-10-27,CUST0689,Customer 1115,Monitor,Technology,Technology - Monitor,North,Punjab,Jalandhar,6,51618.6,0.1,7305.39
ORD04102,2024-01-14,CUST0112,Customer 1499,Keyboard,Technology,Technology - Keyboard,South,Tamil Nadu,Chennai,8,20824.0,0.0,3735.11
ORD04103,2025-10-07,CUST1448,Customer 1025,Laptop,Technology,Technology - Laptop,South,Karnataka,Bengaluru,2,105385.28,0.12,15102.78
ORD04104,2024-04-22,CUST0542,Customer 0038,Tablet,Technology,Technology - Tablet,West,Maharashtra,Mumbai,6,173721.3,0.15,16321.97
ORD04105,2024-02-01,CUST0015,Customer 1740,Laptop,Technology,Technology - Laptop,East,Odisha,Cuttack,2,106904.0,0.08,11989.29
ORD04106,2025-12-04,CUST0268,Customer 1558,Desk,Furniture,Furniture - Desk,West,Gujarat,Ahmedabad,4,32405.4,0.15,5086.33
ORD04107,2025-01-23,CUST0320,Customer 0390,Cabinet,Furniture,Furniture - Cabinet,West,Maharashtra,Mumbai,2,29190.0,0.0,7365.55
ORD04108,2025-12-08,CUST1513,Customer 0513,Laptop,Technology,Technology - Laptop,East,Odisha,Bhubaneswar,8,381124.8,0.1,38232.48
ORD04109,2025-10-14,CUST1454,Customer 0024,Tablet,Technology,Technology - Tablet,East,Bihar,Muzaffarpur,6,58252.5,0.25,-93.89
ORD04110,2025-10-14,CUST0748,Customer 1225,Tablet,Technology,Technology - Tablet,South,Tamil Nadu,Chennai,6,87485.4,0.15,11138.6
ORD04111,2025-01-05,CUST0058,Customer 0308,Office Chair,Furniture,Furniture - Office Chair,South,Tamil Nadu,Chennai,3,27403.74,0.02,5156.96
ORD04112,2024-02-25,CUST0045,Customer 0346,Printer Paper,Office Supplies,Office Supplies - Printer Paper,South,Tamil Nadu,Chennai,7,2845.92,0.12,635.78
ORD04113,2025-04-01,CUST0617,Customer 1188,Table,Furniture,Furniture - Table,West,Maharashtra,Pune,8,88351.2,0.1,11617.5
ORD04114,2024-12-11,CUST1769,Customer 1398,Tablet,Technology,Technology - Tablet,South,Karnataka,Mysuru,4,64421.4,0.05,10279.62
ORD04115,2024-12-22,CUST0952,Customer 1071,File Folder,Office Supplies,Office Supplies - File Folder,South,Telangana,Nizamabad,3,470.4,0.02,114.91
ORD04116,2025-07-21,CUST0650,Customer 1774,File Folder,Office Supplies,Office Supplies - File Folder,East,Odisha,Rourkela,4,272.0,0.2,53.76
ORD04117,2024-09-26,CUST1026,Customer 0639,Laptop,Technology,Technology - Laptop,East,Odisha,Bhubaneswar,2,99545.4,0.1,13054.14
ORD04118,2024-03-17,CUST0963,Customer 1724,Bookshelf,Furniture,Furniture - Bookshelf,South,Tamil Nadu,Chennai,4,44174.48,0.02,10727.65
ORD04119,2025-11-29,CUST0651,Customer 1341,Pen Set,Office Supplies,Office Supplies - Pen Set,East,Bihar,Patna,7,1878.8,0.12,354.76
ORD04120,2024-01-06,CUST1331,Customer 1629,Keyboard,Technology,Technology - Keyboard,North,Punjab,Jalandhar,4,6964.0,0.0,1402.71
ORD04121,2024-01-30,CUST0076,Customer 0233,Monitor,Technology,Technology - Monitor,South,Karnataka,Mysuru,7,79959.04,0.08,11035.95
ORD04122,2025-06-29,CUST1332,Customer 0180,Mouse,Technology,Technology - Mouse,West,Gujarat,Ahmedabad,4,2310.0,0.25,99.37
ORD04123,2025-04-26,CUST0063,Customer 0131,Desk,Furniture,Furniture - Desk,East,West Bengal,Durgapur,7,111378.05,0.15,13171.82
ORD04124,2025-02-12,CUST0305,Customer 1745,Notebook,Office Supplies,Office Supplies - Notebook,North,Punjab,Ludhiana,1,228.0,0.25,36.05
ORD04125,2024-07-29,CUST1354,Customer 1449,Office Chair,Furniture,Furniture - Office Chair,East,Odisha,Cuttack,5,83072.75,0.05,14681.99
ORD04126,2024-10-25,CUST1542,Customer 1082,Laptop,Technology,Technology - Laptop,North,Punjab,Amritsar,7,489479.9,0.05,60930.48
ORD04127,2025-03-11,CUST0866,Customer 1047,Smartphone,Technology,Technology - Smartphone,West,Maharashtra,Nagpur,5,114052.4,0.02,20840.52
ORD04128,2025-09-03,CUST0488,Customer 0572,Cabinet,Furniture,Furniture - Cabinet,East,West Bengal,Siliguri,6,43317.12,0.12,7063.75
ORD04129,2024-03-07,CUST0386,Customer 1560,Stapler,Office Supplies,Office Supplies - Stapler,South,Tamil Nadu,Chennai,8,1808.8,0.15,304.0
ORD04130,2024-11-18,CUST1323,Customer 1683,Laptop,Technology,Technology - Laptop,South,Tamil Nadu,Madurai,1,73190.0,0.0,14076.65
ORD04131,2025-05-02,CUST1522,Customer 1618,Office Chair,Furniture,Furniture - Office Chair,East,Bihar,Patna,2,15598.8,0.1,2749.47
ORD04132,2025-05-23,CUST1712,Customer 1402,Mouse,Technology,Technology - Mouse,East,Bihar,Patna,1,1785.0,0.25,47.76
ORD04133,2024-02-24,CUST0029,Customer 0562,Pen Set,Office Supplies,Office Supplies - Pen Set,South,Telangana,Warangal,2,577.5,0.25,63.93
ORD04134,2025-10-16,CUST0493,Customer 0488,Mouse,Technology,Technology - Mouse,North,Haryana,Faridabad,5,10800.0,0.1,1533.87
ORD04135,2025-09-15,CUST0979,Customer 0071,Desk,Furniture,Furniture - Desk,North,Haryana,Panipat,8,102992.8,0.15,16295.99
ORD04136,2024-06-08,CUST1724,Customer 1439,Mouse,Technology,Technology - Mouse,South,Telangana,Warangal,6,8161.44,0.02,1405.9
ORD04137,2025-07-31,CUST1532,Customer 0237,Bookshelf,Furniture,Furniture - Bookshelf,East,Odisha,Bhubaneswar,4,47048.0,0.0,8779.56
ORD04138,2025-12-14,CUST0735,Customer 0347,Pen Set,Office Supplies,Office Supplies - Pen Set,South,Telangana,Nizamabad,8,1896.0,0.0,547.98
ORD04139,2024-12-28,CUST0314,Customer 1029,Notebook,Office Supplies,Office Supplies - Notebook,North,Haryana,Panipat,1,207.2,0.2,40.14
ORD04140,2024-06-05,CUST0421,Customer 1518,Keyboard,Technology,Technology - Keyboard,North,Punjab,Jalandhar,7,12237.75,0.25,-43.2
ORD04141,2025-03-12,CUST0073,Customer 1664,File Folder,Office Supplies,Office Supplies - File Folder,West,Gujarat,Ahmedabad,2,146.08,0.12,34.03
ORD04142,2025-06-09,CUST1527,Customer 1344,Stapler,Office Supplies,Office Supplies - Stapler,West,Goa,Margao,1,285.75,0.25,49.22
ORD04143,2024-06-02,CUST1799,Customer 1136,Monitor,Technology,Technology - Monitor,West,Maharashtra,Mumbai,2,42387.84,0.12,4756.51
ORD04144,2024-07-08,CUST0710,Customer 0005,Smartphone,Technology,Technology - Smartphone,West,Maharashtra,Mumbai,6,194736.0,0.2,11658.75
ORD04145,2025-03-10,CUST0535,Customer 0189,Printer Paper,Office Supplies,Office Supplies - Printer Paper,North,Punjab,Ludhiana,3,1444.8,0.2,254.2
ORD04146,2025-12-26,CUST1333,Customer 1008,Tablet,Technology,Technology - Tablet,West,Gujarat,Vadodara,8,138168.0,0.05,16390.04
ORD04147,2024-04-13,CUST0380,Customer 0072,Mouse,Technology,Technology - Mouse,South,Tamil Nadu,Chennai,5,5090.0,0.0,909.77
ORD04148,2024-04-24,CUST1265,Customer 1452,Table,Furniture,Furniture - Table,West,Gujarat,Surat,6,70384.5,0.25,5555.28
ORD04149,2025-11-09,CUST1735,Customer 1626,Pen Set,Office Supplies,Office Supplies - Pen Set,West,Gujarat,Ahmedabad,6,2223.0,0.05,568.08
ORD04150,2025-01-02,CUST1376,Customer 1606,Desk,Furniture,Furniture - Desk,East,Bihar,Gaya,8,170744.64,0.08,28622.01
ORD04151,2024-12-22,CUST1284,Customer 0204,Monitor,Technology,Technology - Monitor,West,Gujarat,Vadodara,8,102164.16,0.08,13040.82
ORD04152,2024-03-28,CUST1304,Customer 0151,Office Chair,Furniture,Furniture - Office Chair,West,Goa,Panaji,4,40191.76,0.02,7120.3
ORD04153,2024-01-31,CUST1567,Customer 1386,Mouse,Technology,Technology - Mouse,West,Maharashtra,Mumbai,8,12835.84,0.08,1486.86
ORD04154,2024-10-12,CUST0286,Customer 1686,Smartphone,Technology,Technology - Smartphone,North,Punjab,Jalandhar,5,301967.4,0.02,40053.7
ORD04155,2024-02-04,CUST0659,Customer 1442,Printer Paper,Office Supplies,Office Supplies - Printer Paper,West,Maharashtra,Mumbai,8,4798.72,0.08,1093.62
ORD04156,2024-04-17,CUST0724,Customer 1151,Office Chair,Furniture,Furniture - Office Chair,North,Delhi,Rohini,4,51456.0,0.0,13312.62
ORD04157,2024-06-22,CUST1517,Customer 1135,Table,Furniture,Furniture - Table,West,Gujarat,Vadodara,2,17030.44,0.02,3456.16
ORD04158,2025-06-12,CUST0763,Customer 0219,Smartphone,Technology,Technology - Smartphone,South,Telangana,Hyderabad,1,51016.76,0.08,6209.24
ORD04159,2024-11-04,CUST1583,Customer 1647,Printer Paper,Office Supplies,Office Supplies - Printer Paper,East,Odisha,Rourkela,5,2306.25,0.25,316.48
ORD04160,2025-10-15,CUST1647,Customer 0474,Keyboard,Technology,Technology - Keyboard,East,West Bengal,Durgapur,5,13448.0,0.2,1224.2
ORD04161,2025-04-01,CUST0628,Customer 1726,Notebook,Office Supplies,Office Supplies - Notebook,East,West Bengal,Kolkata,1,187.2,0.1,38.69
ORD04162,2025-05-14,CUST0730,Customer 0660,Bookshelf,Furniture,Furniture - Bookshelf,North,Delhi,Dwarka,1,3743.52,0.12,700.42
ORD04163,2025-07-19,CUST0057,Customer 1368,File Folder,Office Supplies,Office Supplies - File Folder,West,Maharashtra,Pune,2,450.8,0.02,126.82
ORD04164,2024-02-29,CUST0986,Customer 1212,Printer Paper,Office Supplies,Office Supplies - Printer Paper,West,Goa,Margao,3,1401.75,0.25,161.1
ORD04165,2024-12-28,CUST0873,Customer 1578,Printer Paper,Office Supplies,Office Supplies - Printer Paper,North,Haryana,Faridabad,4,1909.04,0.02,569.6
ORD04166,2024-02-04,CUST0853,Customer 1395,Office Chair,Furniture,Furniture - Office Chair,North,Delhi,New Delhi,8,141160.0,0.0,29715.03
ORD04167,2024-04-02,CUST1428,Customer 0192,Office Chair,Furniture,Furniture - Office Chair,South,Karnataka,Bengaluru,2,28202.44,0.02,6387.59
